3672,129490758,0
3672,66537204,0
3672,28893884,0
3672,18428137,0
3422,13653067,0
3311,17652364,0
3186,19818595,0
2681,7163546,0
2170,4568975,0
1851,3965073,0
1202,1754366,0
907,1256736,0
505,717464,0
311,520822,0
206,312561,0
215,328675,0
228,384470,0
172,207138,0
291,535333,0
270,417067,0
160,287211,0
111,200056,0
57,158953,0
43,120697,0
40,81681,0
30,64603,0
3682,106131568,0
3682,61909948,0
3682,35843182,0
3387,12410290,0
3025,8155284,0
2505,9382994,0
2505,13611290,0
2015,5596269,0
1550,2952291,0
1077,2126524,0
783,999984,0
502,600496,0
352,367816,0
441,493167,0
388,320518,0
388,289329,0
360,275902,0
205,170722,0
151,124142,0
95,101239,0
80,85795,0
72,30884,0
15,5504,0
7,3187,0
3855,123064649,0
3855,49833138,0
3805,27392349,0
3004,16888403,0
2725,11564836,0
2002,6843259,0
1460,4506267,0
1008,2828192,0
605,1682873,0
409,1188819,0
310,754526,0
248,565610,0
391,669269,0
391,633181,0
321,269395,0
228,209251,0
246,175378,0
164,81630,0
119,63252,0
74,62038,0
55,50750,0
55,40122,0
3858,146283069,0
3858,63105511,0
3858,24415282,0
3325,12841945,0
2750,10069606,0
2424,12732302,0
2316,9210399,0
1555,3570263,0
1003,2421417,0
560,1113115,0
340,672823,0
245,483679,0
160,345936,0
441,953519,0
422,651862,0
331,400384,0
231,275304,0
191,204586,0
140,157211,0
89,104823,0
4285,175355515,0
4285,49350614,0
4005,26799048,0
3125,15110081,0
2585,8490480,0
1955,5722784,0
1322,3421597,0
1017,2919722,0
775,1353013,0
589,1004433,0
320,418312,0
241,289208,0
408,518727,0
377,378605,0
283,272049,0
225,193019,0
159,132580,0
105,99893,0
90,69894,0
56,57500,0
52,33518,0
38,14146,0
4325,191833631,0
4455,45929229,0
4393,27157424,0
3455,13817669,0
2771,8022422,0
1936,5031277,0
1508,3320466,0
1091,2824100,0
744,1213090,0
415,546691,0
301,360681,0
190,234100,0
505,589261,0
356,358259,0
245,236704,0
201,147714,0
135,124430,0
95,83572,0
44,54865,0
44,44417,0
36,21828,0
23,7367,0
4125,169969028,0
4125,57531613,0
4125,21687764,0
3577,11512852,0
1840,9117030,0
1732,9063229,0
1732,6426856,0
1507,3095896,0
941,2038229,0
725,1180066,0
465,765273,0
365,502420,0
409,652493,0
321,543444,0
303,317546,0
208,211014,0
122,143462,0
94,98194,0
85,87244,0
66,57417,0
4375,226117069,0
4375,70417440,0
4145,34106505,0
3175,19444927,0
2414,11410548,0
1738,6744203,0
1328,3910291,0
1092,3952118,0
810,1377022,0
601,956745,0
320,535479,0
252,372539,0
407,605966,0
330,399785,0
240,245917,0
163,156711,0
225,148556,0
85,72941,0
78,36457,0
1,13.7,1
1,16.8,1
1,16.5,1
2,17.3,1
2,18.5,1
2,19.0,1
2,18.0,1
2,23.2,1
3,18.8,1
3,17.5,1
3,19.4,1
3,21.2,1
3,20.5,1
3,20.1,1
3,21.2,1
3,19.5,1
3,18.5,1
3,21.1,1
4,20.2,1
4,22.4,1
4,21.2,1
4,21.1,1
4,21.0,1
4,22.9,1
4,21.2,1
4,19.3,1
4,23.4,1
5,20.5,1
5,20.2,1
5,24.4,1
5,23.2,1
5,22.3,1
5,22.7,1
5,24.3,1
5,18.1,1
5,23.0,1
6,23.6,1
6,26.6,1
6,30.2,1
30,2487.32,2
30,2519.98,2
30,2549.59,2
30,2573.86,2
30,2596.65,2
30,2617.24,2
30,2636.16,2
30,2653.54,2
30,2669.64,2
30,2684.63,2
30,2698.41,2
35,2480.79,2
35,2513.48,2
35,2541.96,2
35,2567.34,2
35,2590.15,2
35,2610.8,2
35,2629.77,2
35,2647.3,2
35,2663.48,2
35,2678.43,2
35,2692.32,2
40,2474.18,2
40,2506.98,2
40,2535.52,2
40,2560.83,2
40,2583.7,2
40,2604.5,2
40,2623.42,2
40,2641.02,2
40,2657.35,2
40,2672.37,2
40,2686.37,2
45,2467.52,2
45,2500.33,2
45,2528.9,2
45,2554.24,2
45,2577.16,2
45,2597.99,2
45,2617.04,2
45,2634.68,2
45,2650.96,2
45,2666.13,2
45,2680.25,2
50,2460.77,2
50,2493.48,2
50,2522.1,2
50,2547.61,2
50,2570.64,2
50,2591.5,2
50,2610.59,2
50,2628.26,2
50,2644.68,2
50,2659.95,2
50,2674.04,2
55,2453.84,2
55,2486.51,2
55,2515.3,2
55,2540.88,2
55,2563.94,2
55,2584.79,2
55,2604.07,2
55,2621.77,2
55,2638.25,2
55,2653.55,2
55,2667.72,2
60,2446.86,2
60,2479.75,2
60,2508.6,2
60,2534.19,2
60,2557.23,2
60,2578.22,2
60,2597.5,2
60,2615.26,2
60,2631.82,2
60,2647.2,2
60,2661.45,2
65,2440.04,2
65,2472.97,2
65,2501.87,2
65,2527.51,2
65,2550.56,2
65,2571.48,2
65,2590.86,2
65,2608.72,2
65,2625.41,2
65,2640.8,2
65,2655.09,2
70,2433.37,2
70,2466.28,2
70,2495.0,2
70,2520.65,2
70,2543.84,2
70,2564.89,2
70,2584.23,2
70,2602.14,2
70,2618.89,2
70,2634.3,2
70,2648.65,2
75,2426.47,2
75,2459.18,2
75,2488.03,2
75,2513.63,2
75,2536.91,2
75,2558.14,2
75,2577.47,2
75,2595.43,2
75,2612.2,2
75,2627.78,2
75,2642.17,2
80,2419.18,2
80,2451.95,2
80,2480.83,2
80,2506.61,2
80,2529.85,2
80,2551.1,2
80,2570.52,2
80,2588.61,2
80,2605.32,2
80,2621.03,2
80,2635.47,2
85,2412.02,2
85,2444.8,2
85,2473.68,2
85,2499.59,2
85,2523.08,2
85,2544.41,2
85,2563.8,2
85,2581.91,2
85,2598.76,2
85,2614.48,2
85,2628.87,2
90,2404.92,2
90,2437.72,2
90,2466.64,2
90,2492.62,2
90,2516.2,2
90,2537.57,2
90,2556.95,2
90,2575.2,2
90,2592.17,2
90,2607.86,2
90,2622.3,2
95,2397.75,2
95,2430.56,2
95,2459.51,2
95,2485.51,2
95,2509.51,2
95,2530.51,2
95,2549.95,2
95,2568.18,2
95,2585.12,2
95,2601.12,2
95,2615.7,2
100,2390.64,2
100,2423.53,2
100,2452.63,2
100,2478.59,2
100,2502.15,2
100,2523.59,2
100,2543.08,2
100,2561.28,2
100,2578.37,2
100,2594.45,2
100,2609.11,2
30,2711.19,2
30,2723.0,2
30,2733.84,2
30,2744.19,2
30,2753.67,2
30,2762.61,2
30,2771.26,2
30,2779.21,2
30,2786.47,2
30,2793.26,2
35,2705.08,2
35,2716.96,2
35,2727.78,2
35,2738.24,2
35,2747.9,2
35,2756.97,2
35,2765.47,2
35,2773.53,2
35,2780.75,2
35,2787.59,2
40,2699.09,2
40,2711.02,2
40,2721.9,2
40,2732.45,2
40,2742.18,2
40,2751.35,2
40,2759.85,2
40,2767.78,2
40,2775.15,2
40,2782.06,2
45,2692.97,2
45,2704.82,2
45,2715.98,2
45,2726.38,2
45,2736.21,2
45,2745.47,2
45,2754.13,2
45,2762.03,2
45,2769.55,2
45,2776.4,2
50,2686.81,2
50,2698.63,2
50,2709.92,2
50,2720.37,2
50,2730.27,2
50,2739.52,2
50,2748.22,2
50,2756.25,2
50,2763.67,2
50,2770.62,2
55,2680.57,2
55,2692.44,2
