0.5172413,0.578125,0

0.6206896,0.59375,0

0.24137926,0.3125,0

0.3793103,0.46875003,0

0.46551722,0.40625,0

0.25862068,0.23437499,0

0.20689654,0.28125,0

0.6551724,0.484375,0

0.32758617,0.23437499,0

0.3793103,0.15625001,0

0.2931034,0.25000003,0

0.77586204,0.609375,0

0.31034482,0.45312494,0

0.53448266,0.328125,0

0.6034482,0.671875,0

0.4310344,0.46875003,0

0.17241377,0.578125,0

0.86206883,0.78125,0

0.7586207,0.578125,0

0.53448266,0.45312494,0

1.0,0.6875,0

0.87931025,0.515625,0

0.15517241,0.18750003,0

0.7931034,0.796875,0

0.7931034,0.515625,0

0.34482753,0.23437499,0

0.2931034,0.34375003,0

0.6206896,0.54687494,0

0.6551724,0.59375,0

0.17241377,0.390625,0

0.25862068,0.171875,0

0.34482753,0.29687503,0

0.44827586,0.375,0

0.10344827,0.34375003,0

0.32758617,0.23437499,0

0.34482753,0.28125,0

0.55172414,0.40625,0

0.31034482,0.390625,0

0.6034482,0.45312494,0

0.6034482,0.515625,0

0.34482753,0.328125,0

0.39655167,0.46875003,0

0.67241377,0.59375,0

0.18965513,0.3125,0

0.3793103,0.43749997,0

0.13793105,0.34375003,0

0.20689654,0.328125,0

0.36206895,0.578125,0

0.7068965,0.71875,0

0.86206883,0.796875,0

0.36,0.58,0

0.47,0.52,0

0.47,0.39,0

0.42,0.35,0

0.65,0.65,0

0.45,0.41,0

0.3,0.32,0

0.45,0.51,0

0.59,0.67,0

0.35,0.52,0

0.64,0.62,0

0.67,0.62,0

0.54,0.55,0

0.4,0.38,0

0.53,0.51,0

0.5,0.64,0

0.6,0.5,0

0.35,0.58,0

0.39,0.58,0

0.29,0.32,0

0.39,0.47,0

0.64,0.6,0

0.43,0.57,0

0.59,0.48,0

0.26,0.36,0

0.58,0.5,0

0.41,0.39,0

0.36,0.68,0

0.42,0.43,0

